kda,dmg_to_champions,gold_diff_15,exp_diff_15,kill_participation,objective_damage,vision_score,gold_diff_end,exp_diff_end,role,win_loss
4.33,12476,-1053,-904,68.4,3335,13,-972,-1391,4,1
3.25,5433,-521,-826,68.4,1678,55,-829,-113,5,1
10,25975,2277,3570,55.6,3882,9,1839,2577,1,0
1,7556,-382,-780,33.3,14897,22,-317,-1223,2,0
0.33,13763,-2272,-1839,11.1,3694,11,-6040,-3561,3,0
2.67,18977,1053,904,44.4,7148,10,972,1391,4,0
3,6236,521,826,50,1318,37,829,113,5,0
0.78,26387,2962,2316,36.8,12127,16,-1082,-4419,1,0
1.29,11989,-895,-511,47.4,30992,32,-3042,-2973,2,0
0.42,19086,-422,-472,26.3,7524,38,-3721,-5027,3,0
1.57,13936,-2805,-2195,57.9,2470,19,-4837,-5033,4,0
1,15303,-525,60,42.1,521,42,-1349,-1820,5,0
4.25,9815,-2962,-2316,39.5,13734,10,1082,4419,1,1
8.67,23564,895,511,60.5,27544,28,3042,2973,2,1
8,28643,422,472,55.8,12390,20,3721,5027,3,1
6,31884,2805,2195,55.8,42409,9,4837,5033,4,1
5.2,9559,525,-60,60.5,4099,68,1349,1820,5,1
5,12042,839,1763,22.7,1979,6,1559,2924,1,1
3,3644,-397,306,27.3,12824,15,-64,808,2,1
10,13260,3161,2375,45.5,2669,8,4058,3127,3,1
5,9693,626,168,45.5,6402,8,625,212,4,1
3.67,11233,1351,601,50,2149,22,1594,1455,5,1
0.2,7379,-839,-1763,11.1,0,17,-1559,-2924,1,0
1.5,8070,397,-306,66.7,900,4,64,-808,2,0
0.25,5111,-3161,-2375,11.1,0,0,-4058,-3127,3,0
2,8946,-626,-168,66.7,482,0,-625,-212,4,0
1,2731,-1351,-601,66.7,257,24,-1594,-1455,5,0
1.88,28548,1158,-123,28.8,30942,19,-2011,-552,1,1
1.64,31249,504,556,34.6,26016,24,-753,163,2,1
3.88,46356,1714,1591,59.6,20541,30,7766,8044,3,1
2.54,65636,-1151,62,63.5,27142,23,-2342,2732,4,1
2,20717,-158,-1268,46.2,8523,84,220,6187,5,1
2.75,45518,-1158,123,42.3,38881,23,2011,552,1,0
2.3,30659,-504,-556,44.2,11793,27,753,-163,2,0
1.7,21951,-1714,-1591,32.7,7953,35,-7766,-8044,3,0
2.86,96354,1151,-62,76.9,41559,23,2342,-2732,4,0
4.2,25937,158,1268,80.8,702,62,-220,-6187,5,0
0.86,18899,1574,1435,40,6609,13,693,-321,1,0
0.9,13755,347,-298,60,16254,21,-2899,-5373,2,0
1,14824,25,-61,40,594,9,-4394,-4594,3,0
0.57,17166,-3333,-2717,26.7,0,16,-4234,-5810,4,0
0.57,6913,-971,-352,26.7,0,50,-3848,-2133,5,0
1.33,11525,-1574,-1435,21.6,7993,20,-693,321,1,1
5.75,22804,-347,298,62.2,50794,13,2899,5373,2,1
9,28351,-25,61,48.6,23064,23,4394,4594,3,1
9.5,30196,3333,2717,51.4,11572,11,4234,5810,4,1
15,6576,971,352,40.5,7993,73,3848,2133,5,1
3.67,13552,984,1523,36.7,6076,9,1874,2600,1,1
3.33,10076,-650,937,33.3,22142,15,806,1709,2,1
17,14116,761,673,56.7,7695,6,1731,2178,3,1
4.75,15799,912,621,63.3,8832,10,2495,2273,4,1
1.75,7915,-477,-258,23.3,3139,21,33,468,5,1
0.5,11393,-984,-1523,21.4,476,4,-1874,-2600,1,0
1.5,12443,650,-937,64.3,11546,11,-806,-1709,2,0
0.6,9499,-761,-673,21.4,1010,8,-1731,-2178,3,0
0.88,10484,-912,-621,50,2345,10,-2495,-2273,4,0
1.8,7965,477,258,64.3,901,31,-33,-468,5,0
0.62,30345,589,378,23.8,7573,19,-238,-1766,1,0
0.64,29711,-2264,-1493,42.9,24138,32,-265,-4270,2,0
0.82,25749,-177,343,42.9,2623,13,-830,-1638,3,0
1.17,18946,-2184,-1013,66.7,10227,23,-7833,-6569,4,0
0.9,24076,-806,-632,42.9,3145,39,-5314,-6291,5,0
5.67,26447,-589,-378,30.9,17934,18,238,1766,1,1
3.83,31434,2264,1493,41.8,45790,40,265,4270,2,1
3.8,28098,177,-343,34.5,13436,16,830,1638,3,1
15,75215,2184,1013,54.5,45050,20,7833,6569,4,1
6.8,38667,806,632,61.8,7749,58,5314,6291,5,1
3.25,24538,915,338,48.1,15664,19,-1981,-3572,1,0
1.55,23570,244,209,63,11592,27,-3194,-3672,2,0
2,23227,-252,101,59.3,3256,20,-2750,-3286,3,0
1.38,17210,-991,-472,66.7,3202,16,974,-1752,4,0
2.33,23433,-770,-174,51.9,2751,62,-1582,-2193,5,0
3.2,28462,-915,-338,38.1,9714,21,1981,3572,1,1
7,37345,-244,-209,50,68652,36,3194,3672,2,1
3.29,38029,252,-101,54.8,23314,22,2750,3286,3,1
3.67,21378,991,472,52.4,1106,25,-974,1752,4,1
4.67,18541,770,174,66.7,10933,50,1582,2193,5,1
1,33287,-827,-234,28.6,7928,14,-5313,-5272,1,0
2.6,17822,-2184,-2695,46.4,29249,30,-3160,-2301,2,0
3.75,34038,1573,2380,53.6,5220,29,1561,4223,3,0
1.88,32744,926,264,53.6,17544,24,1321,-3036,4,0
2,17446,-40,-232,35.7,4669,25,-1955,-2982,5,0
5.67,24573,827,234,56.7,20483,11,5313,5272,1,1
4.17,35497,2184,2695,83.3,37506,36,3160,2301,2,1
1.12,22016,-1573,-2380,30,4531,15,-1561,-4223,3,1
3,20650,-926,-264,40,18682,16,-1321,3036,4,1
2.71,9500,40,232,63.3,2641,67,1955,2982,5,1
0.78,20189,-1284,-1390,28,3040,14,-3227,-6449,1,0
1.22,21097,107,-237,44,16975,30,425,-3261,2,0
1.11,34363,546,-265,40,8845,40,-3221,-3981,3,0
1.75,32802,-1169,-607,56,2939,17,826,-1899,4,0
1.83,22317,-860,-817,44,2861,79,-2906,-1274,5,0
1.75,35376,1284,1390,34.1,2530,23,3227,6449,1,1
3.5,16028,-107,237,34.1,38938,25,-425,3261,2,1
7,39749,-546,265,51.2,26303,28,3221,3981,3,1
4.25,35204,1169,607,41.5,38980,17,-826,1899,4,1
4.17,24771,860,817,61,10881,78,2906,1274,5,1
1.5,19146,-924,-508,28.6,2924,15,-1082,-1564,1,0
1.67,17931,513,509,47.6,9060,18,1144,639,2,0
2.33,10975,-309,-361,33.3,4418,14,-1368,-2764,3,0
4.25,18391,400,280,81,6486,21,-1577,-1308,4,0
5.67,8767,1157,841,81,1832,42,358,-520,5,0
1.25,11676,924,508,25,21293,13,1082,1564,1,1
6.5,10081,-513,-509,65,32018,22,-1144,-639,2,1
3.33,12922,309,361,50,12109,13,1368,2764,3,1
2.33,15809,-400,-280,70,13413,10,1577,1308,4,1
1.5,4863,-1157,-841,45,2733,35,-358,520,5,1
2.5,19284,423,1352,25,10906,15,672,916,1,1
5.5,17988,-620,-395,55,44761,34,-203,-558,2,1
7,21544,-201,-165,35,10258,24,2884,2802,3,1
3.25,19023,756,638,65,12797,38,5942,2791,4,1
14,10746,-149,1890,70,828,37,773,3662,5,1
0.67,9014,-423,-1352,20,2611,22,-672,-916,1,0
3,18618,620,395,90,42613,19,203,558,2,0
1,16033,201,165,40,8332,16,-2884,-2802,3,0
1,11996,-756,-638,60,8015,22,-5942,-2791,4,0
1.75,9896,149,-1890,70,3822,52,-773,-3662,5,0
5,20421,598,545,26.3,31429,16,2443,5637,1,1
5.25,24296,1215,1166,55.3,53477,31,4760,6514,2,1
2.83,26215,-657,-368,44.7,3627,17,-242,1000,3,1
3.43,37416,1708,621,63.2,41672,24,5112,4419,4,1
3.6,11587,-591,-159,47.4,11211,69,-68,941,5,1
1.17,22723,-598,-545,29.2,474,15,-2443,-5637,1,0
1.36,16758,-1215,-1166,62.5,6032,22,-4760,-6514,2,0
2,29504,657,368,33.3,3253,22,242,-1000,3,0
1.78,21110,-1708,-621,66.7,7584,31,-5112,-4419,4,0
2.25,24236,591,159,75,1207,87,68,-941,5,0
1.75,20606,1087,1200,63.6,7171,13,2480,-621,1,0
1.67,16288,513,668,90.9,31641,21,-88,-164,2,0
0.86,22714,-1523,-557,54.5,1026,11,-8131,-5891,3,0
0.38,22273,504,962,27.3,4017,17,-2455,-4313,4,0
0.8,8104,-600,-355,36.4,0,60,-1012,-1265,5,0
1.25,8049,-1087,-1200,16.7,10589,16,-2480,621,1,1
2,11246,-513,-668,33.3,33828,32,88,164,2,1
24,45254,1523,557,80,17134,15,8131,5891,3,1
13,14419,-504,-962,43.3,15430,26,2455,4313,4,1
18,7595,600,355,60,2822,49,1012,1265,5,1
10,22240,-257,-1154,27.8,34052,6,778,-338,1,1
5.67,22979,2072,1077,47.2,33174,9,4384,4363,2,1
18,23315,1654,2707,50,12587,12,3529,4659,3,1
4.67,20513,549,1256,38.9,14503,17,1610,3897,4,1
8,17913,184,-2419,66.7,3253,38,1811,505,5,1
0,11008,257,1154,0,2360,7,-778,338,1,0
0.25,5677,-2072,-1077,20,900,10,-4384,-4363,2,0
0.27,13044,-1654,-2707,40,1738,13,-3529,-4659,3,0
1.17,9377,-549,-1256,70,1447,10,-1610,-3897,4,0
1.6,17332,-184,2419,80,1431,38,-1811,-505,5,0
0.71,8068,-1903,-2720,27.8,1131,20,-5139,-6291,1,0
1.67,14808,-26,-285,55.6,8787,29,-3162,-4994,2,0
2.75,29145,696,916,61.1,3632,30,-1078,-1855,3,0
1.57,19780,455,539,61.1,8096,22,-196,-40,4,0
4,6799,-200,-622,66.7,1525,36,-657,-2498,5,0
7.5,27812,1903,2720,55.6,12142,14,5139,6291,1,1
13,16806,26,285,48.1,67898,38,3162,4994,2,1
1.75,15374,-696,-916,25.9,10524,17,1078,1855,3,1
2.33,16058,-455,-539,51.9,15102,15,196,40,4,1
2.4,14306,200,622,44.4,3301,33,657,2498,5,1
1.43,15194,-2530,-1115,19.2,6527,8,-6467,-2955,1,0
3,37013,2931,1542,57.7,49698,30,4438,1397,2,0
4,44606,1820,907,53.8,25087,16,6308,4331,3,0
2.4,33362,-337,-1140,46.2,17483,35,-2240,73,4,0
2.5,9549,-159,-531,48.1,4768,66,767,2730,5,0
3.83,39575,2530,1115,52.3,9946,19,6467,2955,1,1
1.9,14658,-2931,-1542,43.2,14909,25,-4438,-1397,2,1
1.67,26069,-1820,-907,34.1,17338,24,-6308,-4331,3,1
2.42,33774,337,1140,65.9,11292,11,2240,-73,4,1
1.47,27209,159,531,50,5048,67,-767,-2730,5,1
5.5,29649,1334,887,40.7,12927,11,3166,3902,1,1
14,18002,-240,196,51.9,56544,31,1170,4967,2,1
6.5,20923,-806,-350,48.1,9187,13,356,2229,3,1
11,15425,994,-103,40.7,27730,29,4482,3031,4,1
17,5265,491,620,63,5356,56,2925,3318,5,1
0.33,21905,-1334,-887,50,4907,20,-3166,-3902,1,0
0.8,15193,240,-196,66.7,25691,22,-1170,-4967,2,0
2,46717,806,350,66.7,1284,16,-356,-2229,3,0
0.6,14481,-994,103,50,2301,10,-4482,-3031,4,0
0.33,7747,-491,-620,33.3,4609,55,-2925,-3318,5,0
13,30024,994,-70,50,29696,12,4327,3398,1,1
3.67,16268,245,586,42.3,43978,19,4739,5950,2,1
3,29051,-205,347,46.2,7151,16,1229,4101,3,1
4.67,24636,-264,-440,53.8,24612,15,514,964,4,1
6.33,11586,20,542,73.1,4448,48,1730,2380,5,1
0.33,20632,-994,70,14.3,1831,13,-4327,-3398,1,0
1,12805,-245,-586,50,6221,18,-4739,-5950,2,0
1.75,18420,205,-347,50,1599,10,-1229,-4101,3,0
1.5,25696,264,440,42.9,4155,16,-514,-964,4,0
1.6,7493,-20,-542,57.1,2217,58,-1730,-2380,5,0
0.38,9989,-4045,-3867,21.4,416,10,-5161,-5774,1,0
0.57,7935,1666,1209,28.6,5496,14,1136,-198,2,0
1.75,14204,-1289,-230,50,2101,9,-3076,-2436,3,0
1.4,14697,-609,-169,50,1591,14,-2103,-1543,4,0
2,12491,-102,342,71.4,0,29,-87,-1698,5,0
4.33,24784,4045,3867,44.8,5796,13,5161,5774,1,1
4,10049,-1666,-1209,41.4,40701,15,-1136,198,2,1
6,16556,1289,230,41.4,14356,8,3076,2436,3,1
6,18520,609,169,41.4,18231,13,2103,1543,4,1
3.5,23764,102,-342,48.3,3979,35,87,1698,5,1
2.75,22920,2364,1868,32.4,19738,28,3400,1778,1,1
1.67,13877,13,-466,29.4,36786,23,-248,-262,2,1
6.25,46004,-535,-530,73.5,27701,25,5713,7509,3,1
8.5,31469,154,-62,50,14369,25,1581,-10,4,1
3.5,13747,497,-615,41.2,7404,90,1678,2137,5,1
1.22,22589,-2364,-1868,55,955,17,-3400,-1778,1,0
2.29,19032,-13,466,80,21984,54,248,262,2,0
1,18362,535,530,30,2952,21,-5713,-7509,3,0
1.6,21160,-154,62,40,11776,19,-1581,10,4,0
1.57,9815,-497,615,55,4314,92,-1678,-2137,5,0
1.2,14843,-1565,-123,22.2,13463,14,-7091,-3260,1,0
1.3,14719,-1201,-2090,48.1,18387,19,-4292,-6227,2,0
2.83,27241,206,910,63,5470,11,600,138,3,0
0.71,13748,588,-274,18.5,6075,19,-1063,-2314,4,0
1.12,5342,0,0,33.3,6732,53,8502,10917,5,0
1.25,29016,1565,123,27.8,27486,12,7091,3260,1,1
10,16920,1201,2090,27.8,39983,27,4292,6227,2,1
1.73,38060,-206,-910,52.8,4975,19,-600,-138,3,1
1.43,15218,-588,274,27.8,9292,54,1063,2314,4,1
3.33,10992,-1944,-1387,30.3,15996,15,-1705,695,1,1
5.67,17144,-70,146,51.5,24858,27,85,2128,2,1
5.33,23056,1819,1750,48.5,14465,19,4243,6268,3,1
2.12,22165,1235,-86,51.5,17103,21,1977,1982,4,1
1.18,14290,-452,-577,39.4,7168,52,-2226,-1952,5,1
1.67,15692,1944,1387,17.9,11125,17,1705,-695,1,0
3.33,14887,70,-146,35.7,31590,25,-85,-2128,2,0
1.12,19010,-1819,-1750,32.1,1787,16,-4243,-6268,3,0
1.3,13241,-1235,86,46.4,13085,14,-1977,-1982,4,0
1.89,24831,452,577,60.7,3871,60,2226,1952,5,0
3.5,11197,2468,2078,19.4,13558,3,5040,4559,1,1
13,27523,559,142,72.2,34918,26,4375,5186,2,1
9.5,20799,662,758,52.8,9477,13,1944,2737,3,1
2,15700,405,-188,38.9,16404,11,1754,4,4,1
3.17,9275,-398,-227,52.8,3059,49,967,1960,5,1
0.5,14066,-2468,-2078,21.1,6349,4,-5040,-4559,1,0
2.75,7341,-559,-142,57.9,9267,7,-4375,-5186,2,0
1.22,19721,-662,-758,57.9,2941,13,-1944,-2737,3,0
1.38,16830,-405,188,57.9,659,12,-1754,-4,4,0
1.86,14646,398,227,68.4,51,43,-967,-1960,5,0
1.67,17922,-4371,-3547,48.4,3048,12,-3570,-106,1,1
5.6,24334,275,52,90.3,23531,12,2858,3096,2,1
6,20230,1098,979,58.1,16440,21,3261,4809,3,1
3.75,25177,1625,541,48.4,19121,22,3299,2578,4,1
4.75,25224,-244,153,61.3,3184,53,2231,3213,5,1
2.17,27596,4371,3547,52,14401,10,3570,106,1,0
2,9578,-275,-52,32,31128,22,-2858,-3096,2,0
1.38,34983,-1098,-979,44,3313,18,-3261,-4809,3,0
1.67,16059,-1625,-541,40,15064,16,-3299,-2578,4,0
1.14,9457,244,-153,32,1506,71,-2231,-3213,5,0
2.5,20973,1144,944,38.5,11900,9,-34,1801,1,1
4,9981,423,-758,30.8,42797,28,1635,2553,2,1
4.2,25209,-634,-2,53.8,12307,21,1560,3443,3,1
2.5,13115,868,-134,38.5,16887,23,665,-325,4,1
5.5,21707,814,434,56.4,4179,48,2682,2780,5,1
1.43,21376,-1144,-944,41.7,6208,9,34,-1801,1,0
1,11064,-423,758,37.5,11206,17,-1635,-2553,2,0
1.57,19864,634,2,45.8,3595,19,-1560,-3443,3,0
1.57,18395,-868,134,45.8,3811,22,-665,325,4,0
1.44,17066,-814,-434,54.2,1672,48,-2682,-2780,5,0
3.8,34025,-1477,-811,46.3,12855,18,103,3764,1,1
5.6,32319,42,-223,68.3,33489,31,4290,4663,2,1
3,18268,-228,305,36.6,3304,35,250,3855,3,1
28,36157,1056,222,68.3,32115,16,8161,5173,4,1
29,6950,277,913,70.7,480,19,1064,5518,5,1
1.22,23035,1477,811,73.3,11423,25,-103,-3764,1,0
0.89,15248,-42,223,53.3,26756,29,-4290,-4663,2,0
0.67,17842,228,-305,26.7,10073,32,-250,-3855,3,0
0.2,10195,-1056,-222,13.3,2793,20,-8161,-5173,4,0
0.71,6231,-277,-913,33.3,9546,32,-1064,-5518,5,0
5.5,26202,-84,1572,24.4,13242,5,423,2661,1,1
3,11549,884,837,33.3,40869,26,3529,4927,2,1
4,16447,-978,-1307,44.4,7972,10,-1738,-543,3,1
10,39627,2477,1640,66.7,19936,11,5486,4862,4,1
9.33,24021,1258,12,62.2,10202,39,3365,1121,5,1
0.29,12030,84,-1572,11.1,10221,9,-423,-2661,1,0
0.62,4533,-884,-837,27.8,457,21,-3529,-4927,2,0
1.25,19764,978,1307,55.6,4335,18,1738,543,3,0
0.43,16812,-2477,-1640,33.3,3432,12,-5486,-4862,4,0
0.88,18499,-1258,-12,38.9,2038,37,-3365,-1121,5,0
2.33,26931,-2556,-2547,29.8,17909,19,-2961,630,1,1
5.75,26949,-509,-466,48.9,74338,29,1512,4387,2,1
26,39696,939,1421,55.3,10140,34,4699,4943,3,1
3.43,30411,28,-1494,51.1,18963,28,-978,-8,4,1
5,12255,531,368,53.2,7291,75,1463,3114,5,1
1.33,33495,2556,2547,54.5,6007,23,2961,-630,1,0
0.82,13378,509,466,40.9,8337,19,-1512,-4387,2,0
1,33591,-939,-1421,50,3048,19,-4699,-4943,3,0
1.57,17048,-28,1494,50,6813,17,978,8,4,0
1.22,8493,-531,-368,50,999,61,-1463,-3114,5,0
2,56168,-580,-37,35.3,10137,18,14,545,1,0
2.8,25828,-374,781,27.5,45011,20,1796,5088,2,0
1.2,31264,-183,-468,35.3,12063,21,-2622,-3173,3,0
2,36546,-1753,92,43.1,22898,18,1165,2147,4,0
2.4,22921,-118,325,47.1,5586,78,-2071,-1782,5,0
1.86,21790,580,37,26,26887,12,-14,-545,1,1
1.12,30661,374,-781,36,29293,21,-1796,-5088,2,1
4.29,52603,183,468,60,12779,41,2622,3173,3,1
2.44,34136,1753,-92,44,16134,17,-1165,-2147,4,1
1.83,17901,118,-325,44,4389,84,2071,1782,5,1
9,23582,1774,1958,39.1,15387,10,2756,4630,1,1
3,16521,615,-52,39.1,45365,20,1917,2793,2,1
10,27123,667,389,43.5,7450,11,3536,2019,3,1
10,12709,970,780,43.5,14811,18,154,100,4,1
14,10810,1315,495,60.9,5722,45,3135,2369,5,1
0,10081,-1774,-1958,0,0,7,-2756,-4630,1,0
1,8508,-615,52,57.1,8032,18,-1917,-2793,2,0
2,13999,-667,-389,85.7,0,14,-3536,-2019,3,0
1,15175,-970,-780,71.4,422,20,-154,-100,4,0
1,6458,-1315,-495,57.1,35,22,-3135,-2369,5,0
3.75,50879,-1329,-1086,45.5,18248,24,322,6177,3,1
4.83,40825,-1140,-758,43.9,65733,21,-1762,4786,2,1
4.88,68416,2199,2144,59.1,16604,36,6572,7344,1,1
3.8,21253,-314,-409,28.8,29678,13,669,4231,4,1
3.09,30342,233,660,51.5,3767,94,3181,3844,5,1
1.33,23481,-2199,-2144,42.1,575,15,-6572,-7344,1,0
1.21,41219,1140,758,44.7,23447,37,1762,-4786,2,0
0.86,32689,1329,1086,31.6,26861,26,-322,-6177,3,0
2,40322,314,409,47.4,8188,33,-669,-4231,4,0
1.18,16737,-233,-660,52.6,2384,102,-3181,-3844,5,0
1.2,48017,329,-904,27.9,6969,21,4385,4454,1,1
1.82,49389,-554,-531,46.5,60470,25,2512,5073,2,1
2.71,54988,489,276,44.2,8108,17,806,2495,3,1
3,43865,273,-14,62.8,15728,19,-850,2823,4,1
2.62,11297,-1107,-309,48.8,4015,69,-3649,-852,5,1
2,24332,-329,904,26.7,18591,18,-4385,-4454,1,0
1.6,30146,554,531,35.6,11611,16,-2512,-5073,2,0
2,44514,-489,-276,26.7,17019,26,-806,-2495,3,0
2.55,45235,-273,14,62.2,43589,26,850,-2823,4,0
2.5,44023,1107,309,55.6,9396,51,3649,852,5,0
2.71,16277,-3521,-3114,57.6,2263,14,-6740,-5331,1,0
3,32551,1046,2134,54.5,7646,22,-234,-483,2,0
1.08,20583,-943,-1963,39.4,2527,7,371,-1795,3,0
4,26543,106,-130,60.6,4848,8,209,-733,4,0
5.75,15406,516,9,69.7,937,65,-176,563,5,0
2,30547,3521,3114,35.3,44341,17,6740,5331,1,1
6.67,23467,-1046,-2134,58.8,42540,31,234,483,2,1
1.62,23762,943,1963,38.2,8690,25,-371,1795,3,1
1.67,21885,-106,130,44.1,2579,12,-209,733,4,1
2,10093,-516,-9,41.2,1939,53,176,-563,5,1
1.86,18364,-739,-1335,32.5,22198,16,116,748,1,1
3.86,31615,494,864,67.5,20290,35,1135,2142,2,1
1.86,30263,1958,1460,32.5,4809,19,1350,901,3,1
11.5,33872,657,620,57.5,10893,18,3536,3336,4,1
2.44,22525,788,125,55,7335,45,2395,1632,5,1
3.5,42133,739,1335,43.8,12068,22,-116,-748,1,0
1.73,30463,-494,-864,59.4,35032,12,-1135,-2142,2,0
2.25,33943,-1958,-1460,56.2,3037,16,-1350,-901,3,0
1.75,38627,-657,-620,43.8,9298,10,-3536,-3336,4,0
2.33,13100,-788,-125,65.6,4483,86,-2395,-1632,5,0
3,12900,1806,985,33.3,4327,8,1787,647,1,1
4,2748,620,1357,44.4,17367,10,1577,2577,2,1
2,3394,575,743,22.2,4541,10,1089,1101,3,1
2,3396,525,231,22.2,383,13,645,509,4,1
3,6534,599,-379,33.3,474,23,562,-467,5,1
0.5,7824,-1806,-985,50,1493,4,-1787,-647,1,0
1,3070,-620,-1357,50,4640,8,-1577,-2577,2,0
0,5459,-575,-743,0,1837,1,-1089,-1101,3,0
1,5363,-525,-231,50,0,7,-645,-509,4,0
0.5,2722,-599,379,50,286,19,-562,467,5,0
0.5,26374,1496,1172,16.7,11423,15,2772,-111,1,0
2,27749,714,-892,83.3,21890,14,2454,-4171,2,0
1.12,16755,-1120,-696,75,4281,24,-4530,-4556,3,0
0.75,30563,-1477,14,50,6688,21,-7027,-4611,4,0
0.88,4973,-54,101,58.3,3260,64,-2735,-4899,5,0
4,18825,-1496,-1172,48.5,5676,19,-2772,111,1,1
5.33,16782,-714,892,48.5,46013,5,-2454,4171,2,1
5,33889,1120,696,45.5,22471,17,4530,4556,3,1
20,31890,1477,-14,60.6,15600,17,7027,4611,4,1
22,12482,54,-101,66.7,8367,79,2735,4899,5,1
4.25,14463,-286,342,38.6,7896,14,582,2180,1,1
5.25,29626,300,213,47.7,51384,17,-691,3612,2,1
3.57,30157,442,62,56.8,24692,8,208,1514,3,1
2,26531,231,377,40.9,9013,16,1064,1982,4,1
3.57,27678,664,73,56.8,4717,57,2070,3892,5,1
0.9,18299,286,-342,29,2805,20,-582,-2180,1,0
2.14,34980,-300,-213,48.4,13446,20,691,-3612,2,0
1.3,21549,-442,-62,41.9,11255,18,-208,-1514,3,0
2,23478,-231,-377,32.3,4711,21,-1064,-1982,4,0
0.67,15766,-664,-73,25.8,527,43,-2070,-3892,5,0
2.25,22536,792,585,26.5,20578,10,5267,3883,1,1
3.67,41286,1908,1727,64.7,42810,10,4504,5698,2,1
3.25,20008,-589,792,38.2,13441,10,623,1850,3,1
1.89,14661,-1265,-140,50,25586,9,-1185,2895,4,1
5,14074,257,-572,58.8,5952,39,1674,1575,5,1
4.67,15693,-792,-585,51.9,1834,7,-5267,-3883,1,0
1.56,24937,-1908,-1727,51.9,17494,20,-4504,-5698,2,0
1.88,31972,589,-792,55.6,0,18,-623,-1850,3,0
0.9,24574,1265,140,33.3,10008,13,1185,-2895,4,0
2.5,7829,-257,572,37,2419,30,-1674,-1575,5,0
12,26790,-232,50,75,7408,21,-112,1138,1,1
8,30086,284,-138,75,43088,30,7833,3383,2,1
4.75,38212,-1200,-169,59.4,7596,14,847,3748,3,1
2.83,21043,726,528,53.1,33231,25,3465,2913,4,1
4,5794,-1253,-445,62.5,6164,82,-946,1775,5,1
1,23637,232,-50,25,11501,22,112,-1138,1,0
1.2,13309,-284,138,30,42299,27,-7833,-3383,2,0
1.38,23086,1200,169,55,8029,31,-847,-3748,3,0
0.83,9860,-726,-528,25,10838,14,-3465,-2913,4,0
1.25,29316,1253,445,50,6362,79,946,-1775,5,0
2,13867,-596,454,27.6,4577,8,-3726,-2377,1,0
2.25,20765,-105,570,62.1,14228,13,60,613,2,0
2.33,27581,-1992,-1629,48.3,12159,7,-2813,-3419,3,0
1.57,30338,291,15,37.9,4049,18,-2006,-3304,4,0
4.25,17408,1905,350,58.6,1511,54,226,-2582,5,0
3.25,29468,596,-454,44.8,34461,17,3726,2377,1,1
1.09,21903,105,-570,41.4,40566,24,-60,-613,2,1
4.5,47109,1992,1629,62.1,13142,25,2813,3419,3,1
2.4,24325,-291,-15,41.4,9228,22,2006,3304,4,1
3.8,9618,-1905,-350,65.5,7766,49,-226,2582,5,1
1.43,27061,56,-31,40,10265,22,-1338,-2900,1,0
1,13085,-905,-434,32,29643,16,-4598,-5911,2,0
1.57,24700,7,259,44,13137,29,-992,-1850,3,0
3.25,25784,561,-213,52,10527,20,1360,-207,4,0
1.44,17592,765,36,52,4030,23,-1340,-5020,5,0
2.17,24050,-56,31,37.1,19865,10,1338,2900,1,1
3.8,21968,905,434,54.3,24115,16,4598,5911,2,1
2.2,12674,-7,-259,31.4,8516,17,992,1850,3,1
5.5,21227,-561,213,62.9,25033,15,-1360,207,4,1
4.2,16762,-765,-36,60,10837,68,1340,5020,5,1
3.25,18873,494,-418,37.1,11463,10,-764,1014,1,1
12.5,26110,1202,523,71.4,42913,22,5551,6421,2,1
4.75,19479,-218,512,54.3,16660,21,1749,4337,3,1
3.4,18186,-1559,-188,48.6,28819,12,2134,4846,4,1
3,6778,-447,944,25.7,5395,63,1003,2917,5,1
0.89,23647,-494,418,44.4,0,13,764,-1014,1,0
1,11152,-1202,-523,50,4869,8,-5551,-6421,2,0
0.75,14338,218,-512,33.3,2635,10,-1749,-4337,3,0
3,8588,1559,188,50,4863,13,-2134,-4846,4,0
0.83,7731,447,-944,27.8,2061,46,-1003,-2917,5,0
2.25,26224,850,-60,40.9,6725,14,2335,-1497,1,0
1,13185,74,992,45.5,31818,21,-1420,1473,2,0
2.33,11941,-971,1315,31.8,1967,13,-5732,-5523,3,0
1.38,20163,743,1080,50,1445,20,-28,-637,4,0
1.75,27653,-235,109,63.6,1695,77,-1716,-1670,5,0
4,19451,-850,60,24.2,9113,14,-2335,1497,1,1
8,16641,-74,-992,48.5,37322,33,1420,-1473,2,1
3.5,25442,971,-1315,63.6,24580,17,5732,5523,3,1
2.5,15858,-743,-1080,30.3,10526,24,28,637,4,1
2.38,15759,235,-109,57.6,5282,69,1716,1670,5,1
1.5,10292,2970,1463,18.8,5306,5,2766,735,1,1
1,2089,278,256,6.2,8897,12,309,-27,2,1
4,8172,1735,1850,25,4733,8,2003,1835,3,1
9,13880,3717,819,56.2,5361,4,3914,791,4,1
7,3007,1498,1561,43.8,3089,18,1156,732,5,1
1,8399,-2970,-1463,66.7,0,2,-2766,-735,1,0
0,4012,-278,-256,0,9628,5,-309,27,2,0
0.33,2808,-1735,-1850,33.3,0,6,-2003,-1835,3,0
0,4493,-3717,-819,0,0,1,-3914,-791,4,0
0.33,4744,-1498,-1561,33.3,0,11,-1156,-732,5,0
8,29947,2228,2222,48.5,15146,4,5938,3961,1,1
3.4,24196,588,-467,51.5,12016,21,951,-1146,2,1
3.2,26837,-339,482,48.5,6901,15,-345,-98,3,1
6,25346,-384,-151,54.5,12325,16,310,458,4,1
